id,created_at,class ,text
6.58E+17,10/25/2015 3:37,theft ,Robbery at 2230 hrs in the 1300 b/o F Street NW. LOF a large group of teenage males and females CALL 911 W/ EVENT #
6.58E+17,10/25/2015 2:31,theft ,Robbery at 2135 hrs in the 400 b/o K Street SE. LOF (2) B/M’s wearing hoodies and jeans CALL 911 W/ EVENT #
6.58E+17,10/25/2015 1:21,open,The 1700 b/o Rhode Island Avenue NE has reopened.
6.58E+17,10/24/2015 23:42,closure,Road closure at the 1700 b/o Rhode Island Avenue NE due to police activity. Please avoid area.
6.58E+17,10/24/2015 23:42,violence,"Stabbing at 1806 hrs in the 1700 b/o Rhode island Ave NW. LOF 2 B/M’s, 1 B/F wearing dark clothing. CALL 911 W/ EVENT # I20150618373"
6.58E+17,10/24/2015 22:58,violence,: Shooting in the 5000 b/o Hst. SE. LOF a B/M dark complexion wearing a hoodie on a bike. CALL 911 W/ EVENT # I20150618417
6.58E+17,10/24/2015 21:42,theft ,Robbery at 1700 hrs in the 400 b/o Michigan Ave NE LOF S-1 PUFFY DARK GRAY COAT……….S-2 PUFFY DARK BLUE COAT ………………………….S-3 WINTER BLACK COA…
6.58E+17,10/24/2015 21:27,theft ,"Robbery Snatch at 48th / Nash Streets NE. LOF: 2 black/males, suspect 1: dark complexion, 5'5, black/white HH jacket, short hair, suspect 2…"
6.58E+17,10/24/2015 18:57,closure,– MPD and US Park Police wish to advise the public and members of the media of the street closures in conjunction w/ the Marine Corps Marat…
6.58E+17,10/24/2015 18:27,violence,"Robbery Force &amp; Violence: 4500 b/o Benning Road SE. LOF: black/male, 5'6"", skinny build, dark skin, high top fade hair style, wearing dark …"
6.58E+17,10/24/2015 11:53,open,"MPD reports that the 2700 b/o MLK Jr. Ave. SE, has reopened to traffic."
6.58E+17,10/24/2015 11:38,advisory,"TRAFFIC ADVISORY: AIDS Walk Washington 5K On Saturday, October 24, 2015, the AIDS Walk Washington 5K will take place in DC. The site set-up…"
6.58E+17,10/24/2015 9:35,closure,"MPD reports that the 2700 b/o MLK Jr. Ave. SE, is blocked in both directions due to police activity. Please use alternate routes."
6.58E+17,10/24/2015 7:35,violence,"shooting, 0303 hours, 2700 b/o MLK Jr Avenue, SE No lookout CALL 911 W/ EVENT # I20150617126"
6.58E+17,10/24/2015 3:50,theft ,"Robbery at 23:16 hrs in the 400 b/o [H Street, NW. No Lookout CALL 911 W/ EVENT #"
6.58E+17,10/24/2015 3:19,theft ,"Robbery at 2208 hrs in the 900 b/o G Street, NW. LOF a large group of males and females CALL 911 W/ EVENT #"
6.58E+17,10/24/2015 1:49,theft ,"Robbery [Snatch] at 700 b/o 114th Street, NE. LOF B/M, Wearing Black Hoody, Blue Jeans, Tall CALL 911 W/ EVENT # I20150616438"
6.58E+17,10/24/2015 1:34,theft ,"Attempt Robbery(Gun) at 2057 hrs at the intersection of Trenton St/ 5 St SE LOF B/M 5'8,dark complexion, black sweatshirt, and dark pants. …"
6.58E+17,10/24/2015 0:49,open,The road closure located SB 295 Kenilworth Avenue access road to Benning Rd NE also at Minnesota Avenue &amp; Benning Rd NE has been cleared.
6.58E+17,10/24/2015 0:19,theft ,"Robbery Gun 1946hrs in the 1800 b/o Bruce Pl SE LOF S-1 B/M green hoodie, ~14 yoa, 5'10"", short hair, dark jeans, and armed w/ handgun; S-2…"
6.58E+17,10/23/2015 23:50,theft ,"Robbery Fear at 1845 hrs in the intersection of Anacostia Rd./B St. SE. LOF: black /male, 16-17 years of age, dark complexion, thin build, …"
6.58E+17,10/23/2015 22:33,open,1st &amp; G St. NW also North Capital St &amp; Massachusetts Ave NW are reopened.
6.58E+17,10/23/2015 22:03,closure,Due to police activity 1st and G St. NW also North Capital St &amp; Massachusetts Ave NW are closed at the intersection. Please avoid area.
6.58E+17,10/23/2015 21:48,closure,Due to MPD activity the road is closed SB 295 Kenilworth Avenue access road to Benning Rd NE also at Minnesota Avenue &amp; Benning Rd NE. Plea…
6.58E+17,10/23/2015 20:31,theft ,"Robbery [Snatch] at 1546 hrs in the Unit b/o 15th Street, NE. LOF 2B/M’s: 1 B/M: White Shirt, White Air force 1 Sneaker, 1B/M: 14 Yrs, Blue…"
6.58E+17,10/23/2015 18:46,open,OPM reports that the drill has concluded and the 1900 b/o Es Street is open.
6.58E+17,10/23/2015 18:46,closure,OPM reports that they are having an earthquake DRILL at 1900 E St. NW. The 1900 b/o E St. will be close from 1400 hours to 1430 hours. Plea…
6.58E+17,10/23/2015 17:31,open,All related street closures are now open.
6.58E+17,10/23/2015 17:31,open,All related street closers are now open.
6.58E+17,10/23/2015 17:01,open,The 2700 b/o Martin Luther King Jr Ave SE has been reopened.
6.58E+17,10/23/2015 17:01,violence,"Robbery (Force &amp; Violence) at 1233 hrs in the 500 b/o 50th Street, NE. LOF #1: B/M, wearing a white shirt and blue sweat pants; and #2: B/M…"
6.58E+17,10/23/2015 15:32,closure,The 2700 b/o Martin Luther King Jr Ave SE is closed due to police activity. Please avoid the area.
6.58E+17,10/23/2015 15:17,closure,"13th and E ST SE (southbound lanes), 500 b/o 13th Street and 13th and Pennsylvania Ave SE are closed due to police activity. Please avoid t…"
6.58E+17,10/23/2015 15:03,violence,Shooting at 13th &amp; Pennsylvania Ave SE LOF Dark colored Blue/Blk vehicle last seen towards downtown from the scene CALL 911 W/ EVENT #I2015…
6.58E+17,10/23/2015 13:40,closure,First St SW from O St to P St SW is closed due to police activity. Please avoid the area.
6.58E+17,10/23/2015 13:40,open,Metro reports Blue Line: Trains have resumed normal routing between VA &amp; DC (no longer rerouting via Yellow Line bridge). Earlier switch re…
6.58E+17,10/23/2015 13:25,violence,Shooting in the 1400 blk of 1st St SW No Lookout CALL 911 W/ EVENT #I20150614873
6.58E+17,10/23/2015 12:25,open,MPD has concluded its investigation in the 600 b/o S St. NW. All roadways associated w/ the investigation have been reopened.
6.58E+17,10/23/2015 11:19,advisory,"WMATA reports that due to a switch problem, Blue Line trains from Virginia will operate via the Yellow Line Bridge into Washington DC. Pass…"
6.57E+17,10/23/2015 9:58,closure,"MPD reports that the 600 b/o S St. NW and Wiltberger St. between S and T streets NW, is blocked to traffic due to police activity. Please u…"
6.57E+17,10/23/2015 8:54,violence,Shooting at 0428 hrs at 7th and S st. N.W. . LOF tan vehicle fleeing scene CALL 911 W/ EVENT #
6.57E+17,10/23/2015 1:48,theft ,Robbery Fear at 2004 hours in the 1300 b/o Green Court NW. Closed w/ Arrest. CALL 911 W/ EVENT # I20150613861
6.57E+17,10/22/2015 22:57,theft ,"Robbery Gun 1725 hours in the 300 b/o 37th Street SE. LOF: black/male med-dark complexion, late 20’s, short hair, dark clothing, 5'5 “- 5'7…"
6.57E+17,10/22/2015 21:20,violence,"Stabbing, 1640 hours, 2100 blk G St NE, No Lookout CALL 911 W/ EVENT # I20150613393"
6.57E+17,10/22/2015 20:48,open,"Train service to Anacostia Metro Station has been restored. 

Sent by DC HSEMA to Transportation Group"
6.57E+17,10/22/2015 20:33,advisory,Trains are bypasssing Anacostia Metro Station while Metro investigates a report of smoke.  Shuttle bus service has been requested.  However…
6.57E+17,10/22/2015 20:33,theft ,Robbery Snatch at 1501 hrs in the 1200 b/o Clifton St. NW. Closed w/ Arrest. CALL 911 W/ EVENT # I20150613179
6.57E+17,10/22/2015 18:45,theft ,"Robbery Gun in the 1700 b/o Vermont Ave. LOF 3 B/M’s, 18 Yoa, wearing all dark clothing w/ mask. CALL 911 W/ EVENT # I20150612973"
6.57E+17,10/22/2015 16:31,theft ,"Robbery (Gun) at 1149 hrs in the 900 b/o East Capitol Street, SE. LOF (2) B/M’s, wearing a dark hoodie, dark pants, and face mask; and driv…"
6.57E+17,10/22/2015 15:45,theft ,"Robbery of Establishment(Suntrust bank) at 1110 hrs in the 5000 b/o Connecticut Ave NW LOF B/M 40 yrs of age, 5'6"", muscular build, bald, b…"
6.57E+17,10/22/2015 15:30,closure,Davis St NW between Wisconsin Ave and 36th Pl NW will be closed until 4PM for repairs. Please use alternate routes.
6.57E+17,10/22/2015 12:15,open,MPD reports Barnaby Street and Wheeler Road SE is now reopened.
6.57E+17,10/22/2015 12:00,closure,"Due to a traffic accident, Branch Ave at O Street S.E. is closed in both directions. Please use 30th Street S.E as an alternate route."
6.57E+17,10/22/2015 10:00,closure,MPD reports street closure located at Barnaby Street and Wheeler Road SE. due to police activity. Please avoid this area and use alternate …
6.57E+17,10/22/2015 9:30,violence,"Stabbing at 2200 hrs in the 1700 b/o Galen St , SE. No lookout. CALL 911 W/ EVENT # 20150612265"
6.57E+17,10/22/2015 5:45,theft ,"Robbery at 0050 hrs in the 1300 b/o Hamilton Street NW. LOF 3B/M’s, 16-20 years of age. CALL 911 W/ EVENT # I20150612134"
6.57E+17,10/22/2015 5:45,violence,5D is working a confirmed stabbing at 500 Morse Street NE. No lookout CALL 911 W/ EVENT #
6.57E+17,10/22/2015 5:30,theft ,"Robbery F/V at 2250 hrs in the 4900 b/o Western Ave N.W. LOF 2 B/M’S between the ages of 15-20 , suspect 1 wearing dark hood jacket, short …"
6.57E+17,10/22/2015 3:58,violence,5D is working a confirmed shooting at 1128 HOLBROOK TER NE DC. CALL 911 W/ EVENT #I20150612057
6.57E+17,10/22/2015 3:43,theft ,"Robbery (Gun) at 2130 hrs at 13th and E Streets SE. LOF (3) B/M’s all wearing dark clothing,one w/ a ski mask and a black gun CALL 911 W/ E…"
6.57E+17,10/22/2015 3:13,theft ,"Robbery (Gun) at 2130 hrs in the1000 b/o New Jersey Ave, SE. LOF (3) B/M’s 1 armed w/ a gun CALL 911 W/ EVENT #"
6.57E+17,10/22/2015 2:59,theft ,robbery at 2157 hrs GEORGIA AVE NW/IRVING ST NW LOF b/m wearing black sweater and blue jeans CALL 911 W/ EVENT #I20150611888
6.57E+17,10/22/2015 2:28,open,The 3700 b/o Ely Pl SE has reopened.
6.57E+17,10/22/2015 2:10,theft ,"Robbery Gun at 2130hrs in the 7300 b/o Georgia Ave NW. LOF B/M, mid 20’s, 5'6-5'10"", light complexion, long beard, wearing black jacket, gr…"
6.57E+17,10/22/2015 2:10,violence,"Shooting, 2142 hours, 1900 b/o Q Street, SE No lookout CALL 911 W/ EVENT # I20150611860"
6.57E+17,10/22/2015 1:40,theft ,Robbery F&amp;V in the 100 B/O Galveston Pl NW CALL 911 W/ EVENT # I20150611785
6.57E+17,10/22/2015 1:25,theft ,"Robbery Gun in the 1000 b/o Half Street SE at 2103 hours, LOF 2 B/M wearing red jackets. CALL 911 W/ EVENT #I20150611784"
6.57E+17,10/22/2015 1:10,theft ,Robbery Gun at 9 and F street NE/ 2055 hours LOF 3 B/M’s North face jackets w/ mask CALL 911 W/ EVENT # I20150611761
6.57E+17,10/22/2015 0:26,theft ,"Robbery Snatch at ~1900 hrs in the intersection of 2nd St. NW and Missouri Ave NW . LOF B/M wearing blue shirt and blue jeans, riding a bik…"
6.57E+17,10/21/2015 23:38,violence,"Robbery Force and Violence at 1824 hrs in the intersection of 14th St NW and Irving St NW LOF S-1 H/M 17-18 yoa, 5'6, thin build, wearing w…"
6.57E+17,10/21/2015 23:06,violence,"Robbery Force and Violence at 1847 hrs in the 1300 b/o Potomac Ave. SE LOF B/M Blue H.H. Jacket,, blue pants 155 LBS 16-25 YRS CALL 911 W/ …"
6.57E+17,10/21/2015 21:33,closure,The 3700 b/o Ely Place SE is closed due to police activity. Use alternate routes.
6.57E+17,10/21/2015 21:18,theft ,"Robbery Fear in the 1300 B/O Euclid St, NW LOF: B/M, 17-18 yoa, thin build short dreadlocks w/ yellow tips, Blue &amp; blk hoodie, khaki pants …"
6.57E+17,10/21/2015 20:02,open,MPD reports eastbound 695 SE prior to the 295 split is clear of debris and all travel lanes are open.
6.57E+17,10/21/2015 17:49,closure,MPD reports debris in the roadway eastbound on 695 freeway bridge SE prior to 295 split . Please use an alternate route.
6.57E+17,10/21/2015 5:52,theft ,Robbery (Gun) at 0015 hrs in the 700 b/o G Street SE. LOF (2) B/M’s dressed in all black armed w/ a semi automatic pistol CALL 911 W/ EVENT…
6.57E+17,10/21/2015 3:40,theft ,"Robbery, 2255 HOURS, 4800 b/o Georgia Avenue, NW LOF (3) B/M’s wearing dark clothing (1) armed w/ a bat CALL 911 W/ EVENT # I20150609722"
6.57E+17,10/21/2015 3:25,theft ,5D is working a confirmed robbery at 1600 Kramer Street NE. LOF WHITE OLDER LARGER SEDAN 4DR. .. DAMAGE TO REAR DRIVER SIDEB/M … SKINNY BUI…
6.57E+17,10/21/2015 0:05,theft ,"Robbery Snatch at 1929 hrs in the 2500 b/o Pomeroy Rd. SE. LOF B/M, 5'5"", black hoodie, blue jeans, black shoes. CALL 911 W/ EVENT # I20150…"
6.57E+17,10/20/2015 23:22,theft ,"Robbery (Force &amp; Violence) at 1728 hrs in the 600 b/o Indiana Avenue, NW. LOF 2 B/Ms: 5'6"" - 5'7"", 130-140 lbs, both Black jacket and Tan p…"
6.57E+17,10/20/2015 22:19,theft ,"Robbery fear at 1740 hrs in the 5800 b/o 3rd Pl,NW LOF 3 B/M’S Wearing tan pants w/ light blue shirts. CALL 911 W/ EVENT # I20150609054"
6.57E+17,10/20/2015 21:48,closure,DC Water reports 1st Street between Rhode Island Avenue and U Street NW is closed due to water main repairs. Restoration time is between 4-…
6.57E+17,10/20/2015 21:48,theft ,Robbery snatch at 1608 hrs in the 400 b/o Kennedy Street NE. LOF 3 B/M’s S-1 15-17 Y/O 5'5 light complexion. bald head wearing tan pants w/…
6.57E+17,10/20/2015 21:47,open,"All lanes of US-50 EB are fully reopened.  There are still residual delays in the area. 

Sent by DC HSEMA to Core Groups, Hazards-Transpor…"
6.57E+17,10/20/2015 21:31,violence,3D is investigating a robbery force of violence at 1650 hrs in the 3100 b/o 16th N.W. No lookout at this time CALL 911 W/ EVENT # I20150608…
6.57E+17,10/20/2015 21:31,closure,There is a vehicle fire near the intersection of US-50 (New York Ave / John Hanson Hwy) and 295.  Eastbound US-50 and northbound 295 are bo…
6.57E+17,10/20/2015 21:31,open,All associated roads are reopened at 2800 b/o Sherman Ave NW.
6.57E+17,10/20/2015 20:03,violence,Stabbing in the 3200 b/o of 15th Place SE. CALL 911 W/ EVENT # I20150608700
6.57E+17,10/20/2015 20:03,violence,"Robbery (Force &amp; Violence) at 1408 hrs in the 200 b/o L Street SW. LOF 2 B/M, 1 B/M: Heavy Set, Short Dread, 6'1""-6'2"", Black Jacket w/ a B…"
6.57E+17,10/20/2015 17:03,theft ,"Robbery (Snatch) at 1204 hrs in the 1400 b/o G Street, NE. LOF B/M, 5'9, 200lbs, medium-dark complexion CALL 911 W/ EVENT #I20150608416"
6.57E+17,10/20/2015 17:03,theft ,"Attemt Robbery (Gun): 1500 blk of Alabama Ave SE. LOF B/M, long dreads and wearing a white jacket. Armed w/ a handgun. CALL 911 W/ EVENT # …"
6.57E+17,10/20/2015 17:03,closure,The 2800 b/o Sherman Ave NW is closed in both directions due to police activity. Please avoid the area.
6.57E+17,10/20/2015 17:03,violence,"3D Shooting, 1126 hours, 2900 b/o Sherman Avenue NW, LOF Toyota Camry gray in color, B/M early 20’s, dark colored hoodie, thin build, white…"
6.57E+17,10/20/2015 17:03,closure,Kenyon St NW is closed between 13th and 14th Streets NW for 8 hours due to water repairs. Please use alternate routes.
6.56E+17,10/20/2015 10:21,theft ,7D is working an confirmed robbery at Wheeler RD SE / Alabama Ave SE. LOF: 2 B/M’s dressed in all black armed w/ handguns CALL 911 W/ EVENT…
6.56E+17,10/20/2015 1:10,violence,"7D has confirmed a shooting at 24th and Southern Ave, SE. at 1822 hrs. CALL 911 W/ EVENT # I20150607150"
6.56E+17,10/19/2015 23:33,theft ,Armed Carjacking at 1905 hrs in the intersection of Mt. Olivet Rd NE and Trinidad Ave NE LOF Light Blue Toyota Camry w/ DC Tag operated by …
6.56E+17,10/19/2015 22:17,theft ,Robbery Gun at 1752 hrs in the 100 b/o P Street SW. LOF 2 B/M. CALL 911 W/ EVENT # I20150607092
6.56E+17,10/19/2015 22:02,violence,"Robbery Force and Violence at 1741 hrs in the 2100 b/o Fort Davis St. SE. LOF 2 B/M, S1 jeans, neon shirt, S2, beard. CALL 911 W/ EVENT #I2…"
6.56E+17,10/19/2015 21:19,open,MPD reports 17th Street from Constitution Avenue to H Street NW is now reopened.
6.56E+17,10/19/2015 19:45,closure,"Police activity, closing of 17th Street from Constitution Avenue to H Street NW, for traffic enforcement."
6.56E+17,10/19/2015 19:15,open,The 4500 b/o Georgia Ave. NW is now open for travel.
6.56E+17,10/19/2015 18:01,closure,MPD reports that 4500 b/o Georgia Ave. NW is closed due to an accident w/ injury. Please avoid the area.
6.56E+17,10/19/2015 16:29,theft ,"Robbery Snatch 1200 hours, 2200 b/o 14th Street, NE LOF B/F,16-17 years old, wearing all white, last seen in a white color vehicle. CALL 91…"
6.56E+17,10/19/2015 14:29,theft ,"Bank Robbery at 5000 Connecticut Ave, NW 1011 hrs LOF B/M, 5'9"", light grey hoodie, blue tee shirt, blue jeans CALL 911 W/ EVENT # I2015060…"
6.56E+17,10/19/2015 13:29,open,DDOT reports that West Virginian Ave. is open for travel.
6.56E+17,10/19/2015 10:13,closure,MPD reports street closures at the 1900 blk of West Virginia Ave and Capital Ave and Central Pl is closed between West Virgina and Gallaude…
6.56E+17,10/19/2015 8:12,violence,"Robbery Force &amp; Violence, 0230 hours, 2800 b/o 15th Street, NW LOF B/M, 18 years of age, wearing a black jacket and black jeans, armed w/ b…"
6.56E+17,10/19/2015 6:57,violence,Shooting at 208 hrs in the 1900 b/o West Virginia Ave NE. No Lookout CALL 911 W/ EVENT # I20150605781
6.56E+17,10/19/2015 5:12,violence,"Robbery Force and Violence at 0026 hrs in the 1300 b/o Rhode Island Ave NE. LOF 1 B/M, unknown clothing, 1 B/F, light complexion, short gra…"
6.56E+17,10/19/2015 3:12,theft ,"Robbery of an Establishment (Gun) at 2232 hrs in the 1600 b/o New York Ave NE. LOF 4 B/M’s. S-1: 5'4"", light complexion, blue jeans, S-2: 5…"
6.56E+17,10/19/2015 3:12,theft ,7D is working a confirmed robbery at Malcolm X Avenue SE / Martin Luther King Ave SE CALL 911 W/ EVENT #
6.56E+17,10/19/2015 2:57,theft ,robbery at 2153hrs AT K&amp; half street NW. LOF 2 B/M wearing black ski mask and 1 w/ a read and blue helly henson jacket and the other w/ a a…
6.56E+17,10/19/2015 0:24,theft ,"Robbery Snatch at 1954 hrs in the 100 b/o 7th St. SE. LOF 4 B/M, 15-16 years of age, (1) Burgundy hoodie and khaki pants, (2) black jacket …"
6.56E+17,10/18/2015 21:37,violence,Shooting at 1658 hrs in the 3800 b/o South Capitol Street SE. LOF: gray Del Monte Lincoln vehicle w/ paper tags CALL 911 W/ EVENT # I201506…
6.56E+17,10/18/2015 18:51,theft ,"Robbery Snatch at 1422 hrs in the unit b/o 7th St. NE. LOF 3 B/M, 17-18 years of age, (1) light complexion, curly hair, wearing a dark jack…"
6.56E+17,10/18/2015 17:51,theft ,"Robbery at 1321 hrs at 3rd/ I St, NE. LOF B/M, 5'5"", 180lbs, 30 years of age, wearing all black clothing. CALL 911 W/ EVENT # I20150604671"
6.56E+17,10/18/2015 17:06,violence,"Stabbing, 1241 hours, Wade &amp; Sumner Road SE, LOF B/M, 5'8"", dark skin, in his 40’s, orange shirt, blue jeans and full beard. CALL 911 W/ EV…"
6.56E+17,10/18/2015 17:06,theft ,"Robbery at 1242 hrs in the 300 b/o Delafield Place, NW. LOF B/M, 23 years of age, wearing blue jeans and gray shirt. CALL 911 W/ EVENT # I2…"
6.56E+17,10/18/2015 15:36,advisory,NWS has issued a FREEZE WARNING from Midnight tonight to 9 AM Monday for Washington DC. The Temperature will be in the upper 20s to the low…
6.56E+17,10/18/2015 8:51,theft ,"Robbery at 0348 hrs in the 1700 b/o Savannah Street, SE. LOF B/M w/ star tattoo on face armed w/ a silver and black handgun. CALL 911 W/ EV…"
6.56E+17,10/18/2015 8:21,theft ,Robbery at 0055 hrs in the 900 b/o Gallantin street LOF 2 B/M IN DARK CLOTHING CALL 911 W/ EVENT #I20150603810
6.56E+17,10/18/2015 5:51,theft ,"5D is working a confirmed robbery at R Street NW / North Capitol Street NW. LOF B/M, 5'11"", Black Shirt, Blue jeans CALL 911 W/ EVENT #"
6.56E+17,10/18/2015 5:51,theft ,"6D is working a confirmed robbery at R Street NW / North Capitol Street NW. LOF B/M, 5'11"", Black Shirt, Blue jeans CALL 911 W/ EVENT #"
6.56E+17,10/18/2015 5:37,theft ,"5D is working a confirmed Robbery Gun at 1455 Channing Street NW. LOF 3 B/M’s, wearing all dark clothes armed w/ revolver CALL 911 W/ EVENT…"
6.56E+17,10/18/2015 3:06,violence,"Stabbing at hrs in the 3400 b/o 13th Street, SE. No lookout. CALL 911 W/ EVENT # 20150603573"
6.56E+17,10/18/2015 3:06,theft ,"Robbery at 2233 hrs in the 3400 b/o 25th Street, SE. LOF B/M, 30 y/o, 5'10, med complexion, wearing all black clothing. CALL 911 W/ EVENT #…"
6.56E+17,10/18/2015 3:06,theft ,"Robbery Attemptat 2156 hrs in the 1200 b/o 25th Street, NW LOF (2) B/M’s 6'0""-6'1"", both in grey sweat clothing CALL 911 W/ EVENT #"
6.56E+17,10/18/2015 2:36,violence,"Shooting at 0025 hrs in the 700 b/o 12th Street, SE. LOF B/M grey hoodie and black jeans CALL 911 W/ EVENT #"
6.56E+17,10/18/2015 2:36,theft ,"Attempt Robbery at 2156 hrs in the 1200 b/o 12th Street, NW. LOF CALL 911 W/ EVENT #"
6.56E+17,10/18/2015 2:36,violence,Shooting at 2153 hrs in the 4300 b/o 3rd street.. No lookout. CALL 911 W/ EVENT # 20150603480
6.56E+17,10/18/2015 1:21,theft ,"Robbery Gun at 1945 hrs at the intersection of 14th Street &amp; Downing Place, NE LOF 2 B/M’s 22-25 years old 5'10""- 6'0"", both wearing green …"
6.56E+17,10/18/2015 0:51,theft ,"Robbery Snatch at 12 and G street NW , LOF (3) females and (2) males 1 B/M skinny , 120 lbs, (1) female long dreds,, red hoodie, red pants.…"
6.56E+17,10/18/2015 0:51,violence,"Assault w/ intent to rob in the 800 hundred b/o 11th St, NW. LOF 4 B/M’s &amp; 1 B/M. CALL 911 W/ EVENT #I20150603215"
6.56E+17,10/17/2015 23:21,violence,Robbery Force Violence in the 2400 b/o 15th Place SE LOF: 2 black/males wearing all black CALL 911 W/ EVENT # I20150603049
6.56E+17,10/17/2015 22:06,violence,Shooting at in the 400 b/o Madison Street NE LOF: Silver Malibu Vehicle CALL 911 W/ EVENT # I20150603027
6.56E+17,10/17/2015 21:51,theft ,"Robbery Gun at 1726 hrs in the 3000 b/o 10th Street,NE. LOF 3 B/M’s in their early 20’s wearing all black riding black bicycles. last seen …"
6.55E+17,10/17/2015 19:04,advisory,NWS HAS ISSUED FROST ADVISORY FOR WASHINGTON DC IN EFFECT FROM MIDNIGHT TONIGHT TO 9 AM SUNDAY. TEMPERATURES WILL BE IN THE MID 30’S. A FRO…
6.55E+17,10/17/2015 18:34,theft ,"Robbery at 1402 hrs in the 900 b/o Rhode Island Avenue, NE. LOF (5) B/M’s, late teens, wearing black jackets and black ski masks. CALL 911 …"
6.55E+17,10/17/2015 18:34,theft ,Armed Carjacking / 1400 hrs / 3400 blk Croffut Pl SE / LOF Red Dodge Dc Tag EZ9640 CALL 911 W/ EVENT # I20150602637
6.55E+17,10/17/2015 16:34,violence,"Robbery (Force &amp; Violence) at 1217 hrs near the intersection of 7th Street, NW and G Street, NW. LOF B/M on a white bike wearing a gray swe…"
6.55E+17,10/17/2015 14:33,closure,CORRECTION: DC WATER reports at 4950 Benning Rd NE between Hanna Pl NE will be closed not the 4000 block.
6.55E+17,10/17/2015 14:18,closure,The 4000 b/o Benning Rd repairs will possibly take up to 8 hours.
6.55E+17,10/17/2015 13:48,closure,DC WATER reports water repairs. 4900 b/o Benning Rd NE between Hanna Pl East and West side. Please avoid the area.
6.55E+17,10/17/2015 9:33,theft ,"Robbery at 0500 hrs in the Jefferson St. &amp; Georgia Ave, NW LOF: 2 B/Ms CALL 911 W/ EVENT # I20150602002"
6.55E+17,10/17/2015 9:33,theft ,"Robbery Holdup Gun at 0343 hrs in the 1300 b/o V street. LOF Suspect wearing a black mask ,dark clothes , 5'10, 25-30,armed w/ gun CALL 911…"
6.55E+17,10/17/2015 9:33,theft ,"Robbery at 0421 hrs in the 500 b/o Kennedy Street, NW LOF: S-1 B/M, 6’,170 lbs thin build white mask,, S-2, B/M, 6’, 170 lbs,thin build red…"
6.55E+17,10/17/2015 9:33,theft ,"ROBBERY at 0421 HRS AT 5TH ST NW &amp; KENNEDY ST NW. LOF B/M 6’, 170LBS, WHITE MASK;;B/M 6’, 170LBS, RED SHIRT CALL 911 W/ EVENT # I20150601963"
6.55E+17,10/17/2015 7:18,theft ,"Robbery Gun, 0244 hours,13th &amp; Maryland Ave NE LOF (2) B/M’s, dark clothing 1 armed w/ a revolver CALL 911 W/ EVENT # I20150590751"
6.55E+17,10/17/2015 6:33,theft ,"Robbery, 0150 hours,14th &amp; Potomac Ave, SE. LOF (6) B/M’s, all wearing ski mask CALL 911 W/ EVENT # I20150590751"
6.55E+17,10/17/2015 5:33,violence,Aggravated Assault at 2230 hrs at 2922 Sherman Ave N.W. Lookout is for 2 Unknown B/M CALL 911 W/ EVENT #
6.55E+17,10/17/2015 5:33,violence,"Robbery Force &amp; Violence , 0030 hours, 6200 b/o Clay Street, NE No Lookout CALL 911 W/ EVENT # I20150601577"
6.55E+17,10/17/2015 4:33,theft ,"Robbery, 2125 hours,12th &amp; Independence Ave, SE LOF (4) B/M’s, 16-20 years old, all medium complexion and thin build CALL 911 W/ EVENT # I2…"
6.55E+17,10/17/2015 4:18,violence,"STABBING at 2315 hrs in the 2900 b/o 30TH STREET SE. LOF A B/M 6'2"", LIGHT COMPLEXION, BLACK PANTS AND BLACK JACKET WITH WHITE REFLECTORS C…"
6.55E+17,10/17/2015 0:48,theft ,"Robbery Gun at 2023 hrs in the 3400 b/o 4th St. SE. LOF a B/M, dark complexion, 6'0-6'2"", 130 lbs, dark hoodie, armed w/ a black handgun w/…"
6.55E+17,10/17/2015 0:48,theft ,"Robbery at 1930 hrs in the 1000 b/o Alabama Ave. SE. LOF 9 B/M, (1) gray sweatshirt. (2) gray sweatshirt, (3) red jacket, (4) black jacket.…"
6.55E+17,10/17/2015 0:17,violence,"Robbery Force &amp; Violence at 1950 hrs in the 700 hundred b/o TEWKESBURY PL NW DC. LOF a Suspect (1) B/M, medium complexion, 5'8-6'0, black s…"
6.55E+17,10/16/2015 23:16,theft ,"Robbery at 1853 hrs in the 1200 b/o Rhode Island Avenue NE LOF 4 B/M’s, wearing black hoodies. CALL 911 W/ EVENT # I20150600756"
6.55E+17,10/16/2015 22:40,theft ,"Attempt Armed Car Jacking at 1649 hrs in the unit b/o 21st St. SE. LOF 2 B/M,15-16 years of age, black hoodies w/ masks. CALL 911 W/ EVENT …"
6.55E+17,10/16/2015 21:38,theft ,"Robbery, 1701 hours, 800 b/o 8th Street / 500 b/o I Street, NW. LOF B/M, Skinny, 6'2"", wearing a hoodie, Red Baseball Cap, Black Shoes, Gra…"
6.55E+17,10/16/2015 20:37,violence,"Shooting at 1559 hrs in the 3700 b/o Hayes Street, NE. No Lookout. CALL 911 W/ EVENT # I20150600317"
6.55E+17,10/16/2015 20:37,open,PG Fire reports the roadway has reopened.
6.55E+17,10/16/2015 20:22,open,[Shooting] at [1559] hrs in the [3700] b/o [Hayes St NE ] No Lookout CALL 911 W/ EVENT #I20150600343
6.55E+17,10/16/2015 19:23,open,DC Water reports that 11th St between Hamilton St &amp; Chillum Pl NE are now open.
